id,context,question,answers
QR90D2074,"Aparatele care dispun de Bluetooth comunică între ele atunci când se află în aceeași rază de acțiune. Ele folosesc un sistem de comunicații radio, așa că nu este nevoie să fie poziționate față în față pentru a transmite; dacă transmisia este suficient de puternică, ele pot fi chiar și în camere diferite.",Ce conditie trebuie sa indeplineasca un dispozitiv pentrua putea comunica prin bluetooth cu un alt dispozitiv?,"{""text"": [""paratele care dispun de Bluetooth comunic\u0103 \u00eentre ele atunci c\u00e2nd se afl\u0103 \u00een aceea\u0219i raz\u0103 de ac\u021biune.""], ""answer_start"": [1]}"
FG62G8010,"Aparatele care dispun de Bluetooth comunică între ele atunci când se află în aceeași rază de acțiune. Ele folosesc un sistem de comunicații radio, așa că nu este nevoie să fie poziționate față în față pentru a transmite; dacă transmisia este suficient de puternică, ele pot fi chiar și în camere diferite.",Ce tip de comunicatii folosesc tehnologiile bluetooth?,"{""text"": [""un sistem de comunica\u021bii radio""], ""answer_start"": [115]}"
ZY32Z5820,"Acumulatorii litiu-ionsuntacumulatoride generație recentă și sunt frecvent utilizați de dispozitive electronice de tipul telefoanelor mobile, laptopurilor etc. Datoritămasei atomicescăzute a elementuluilitiuau o densitate energetică ridicată. Pot fi utilizați la propulsarea diferitelorvehicule electrice(exemplu:Nissan Leaf)[necesităcitare]sau asistate ca de exemplu scutere saubiciclete electrice.",Carui fapt se datoreaza densitatea ridicata a acumulatorilor Litiu-ion?,"{""text"": [""Datorit\u0103masei atomicesc\u0103zute a elementuluilitiu""], ""answer_start"": [160]}"
RI33R3952,"Acumulatorii litiu-ionsuntacumulatoride generație recentă și sunt frecvent utilizați de dispozitive electronice de tipul telefoanelor mobile, laptopurilor etc. Datoritămasei atomicescăzute a elementuluilitiuau o densitate energetică ridicată. Pot fi utilizați la propulsarea diferitelorvehicule electrice(exemplu:Nissan Leaf)[necesităcitare]sau asistate ca de exemplu scutere saubiciclete electrice.",Ce tipuri de dispozitive au in componenta lor acumulatori litiu-ion?,"{""text"": [""dispozitive electronice de tipul telefoanelor mobile, laptopurilor""], ""answer_start"": [88]}"
TM97H1810,"Obaterie reîncărcabilănumită șiacumulator,baterie secundarăeste un tip debaterie electrică, care poate fi încărcată, descărcată pe o sarcină consumatoare de energie și reîncărcată apoi succesiv de multe ori, ea lucrând astfel ca obaterie primarănon-reîncărcabilă care poate redeveni din nou complet încărcată odată ce este descărcată. Ea este compusă din una sau mai multecelule electrochimice(element electrochimic).",Ce este un acumulator?,"{""text"": [""Obaterie re\u00eenc\u0103rcabil\u0103numit\u0103 \u0219iacumulator,baterie secundar\u0103este un tip debaterie electric\u0103, care poate fi \u00eenc\u0103rcat\u0103, desc\u0103rcat\u0103 pe o sarcin\u0103 consumatoare de energie \u0219i re\u00eenc\u0103rcat\u0103 apoi succesiv de multe ori""], ""answer_start"": [0]}"
EZ69F3662,"Obaterie reîncărcabilănumită șiacumulator,baterie secundarăeste un tip debaterie electrică, care poate fi încărcată, descărcată pe o sarcină consumatoare de energie și reîncărcată apoi succesiv de multe ori, ea lucrând astfel ca obaterie primarănon-reîncărcabilă care poate redeveni din nou complet încărcată odată ce este descărcată. Ea este compusă din una sau mai multecelule electrochimice(element electrochimic).",Din ce este copusa o vaterie reincarcabila?,"{""text"": [""din una sau mai multecelule electrochimice(element electrochimic)""], ""answer_start"": [351]}"
RQ79X6384,"Termenul de ""acumulator"" este utilizat ca atare în sensul că ea acumulează și stochează energie prin oreacțieelectrochimicăreversibilă. Bateriile reîncărcabile sunt produse în forme și mărimi diferite, variind de la cele mici, simple până la baterii reîncărcabile pentru sistemele de stabilizare cu puteri de ordinul megawaților, conectate la rețele de distribuție a energiei electrice.","Care este provenineta termenului ""acumulator""?","{""text"": [""\u00een sensul c\u0103 ea acumuleaz\u0103 \u0219i stocheaz\u0103 energie prin oreac\u021bieelectrochimic\u0103reversibil\u0103.""], ""answer_start"": [48]}"
UZ31V3492,"Termenul de ""acumulator"" este utilizat ca atare în sensul că ea acumulează și stochează energie prin oreacțieelectrochimicăreversibilă. Bateriile reîncărcabile sunt produse în forme și mărimi diferite, variind de la cele mici, simple până la baterii reîncărcabile pentru sistemele de stabilizare cu puteri de ordinul megawaților, conectate la rețele de distribuție a energiei electrice.",Ce proces sta la baza acumularii si stocarii energie intr-un acumulator?,"{""text"": [""prin oreac\u021bieelectrochimic\u0103reversibil\u0103.""], ""answer_start"": [96]}"
YY88J7379,"Caloria, notatăcal, este ounitate de măsurăpentruenergie, egală cu cantitatea de căldură necesară pentru a ridica temperatura unuigramdeapă, aflată la presiune atmosferică normală, de la 14,5 la 15,5°C(de la 287,65 la 288,65K).Caloria este numită uneori calorie mică (cal) pentru a o deosebi de kilocaloria, numită și calorie mare (Cal), egală cu 1000 cal.",Ce este o calorie?,"{""text"": [""este ounitate de m\u0103sur\u0103pentruenergie, egal\u0103 cu cantitatea de c\u0103ldur\u0103 necesar\u0103 pentru a ridica temperatura unuigramdeap\u0103, aflat\u0103 la presiune atmosferic\u0103 normal\u0103, de la 14,5 la 15,5\u00b0C(de la 287,65 la 288,65K).""], ""answer_start"": [20]}"
OH28R7320,"Caloria, notatăcal, este ounitate de măsurăpentruenergie, egală cu cantitatea de căldură necesară pentru a ridica temperatura unuigramdeapă, aflată la presiune atmosferică normală, de la 14,5 la 15,5°C(de la 287,65 la 288,65K).Caloria este numită uneori calorie mică (cal) pentru a o deosebi de kilocaloria, numită și calorie mare (Cal), egală cu 1000 cal.",Ce este o kilocalorie?,"{""text"": [""calorie mare (Cal), egal\u0103 cu 1000 cal""], ""answer_start"": [318]}"
HJ95U8315,"Telefonia mobilă prin satelit reprezintă principala metodă de comunicare utilizată în zonele în care telefonia mobilă GSM nu este disponibilă (nave maritime, platforme petroliere marine, zone montane la mare altitudine, zona unui deșert, regiuni polare). Sunt folosite de asemenea, în situații de calamități naturale în care infrastructura de comunicații convențională a fost deteriorată.",Cand este utilizata telefonia prin satelit?,"{""text"": [""reprezint\u0103 principala metod\u0103 de comunicare utilizat\u0103 \u00een zonele \u00een care telefonia mobil\u0103 GSM nu este disponibil\u0103""], ""answer_start"": [30]}"
LF62U7910,"Telefonia mobilă prin satelit reprezintă principala metodă de comunicare utilizată în zonele în care telefonia mobilă GSM nu este disponibilă (nave maritime, platforme petroliere marine, zone montane la mare altitudine, zona unui deșert, regiuni polare). Sunt folosite de asemenea, în situații de calamități naturale în care infrastructura de comunicații convențională a fost deteriorată.",In ce zone sau locuri nu este disponibila reteaua GSM?,"{""text"": [""nave maritime, platforme petroliere marine, zone montane la mare altitudine, zona unui de\u0219ert, regiuni polare""], ""answer_start"": [143]}"
TG75A9747,"Telefoanele mobile prin satelit oferă funcționalități similare cu telefoanele mobile terestre: voce, serviciul de mesajeSMSșiFax, accesinternet. Aceste telefoane dispun de o antenă externă pentru conectarea la satelit, sunt mai grele decât telefoanele mobile convenționale și costul este mai mare. Anumite modele se pot conecta și la rețelele de telefonie tradiționale.",Ce functionalitati ale telefonaelor mobile terestre se regasesc la telefoanele mobile prin satelit?,"{""text"": [""ofer\u0103 func\u021bionalit\u0103\u021bi similare cu telefoanele mobile terestre: voce, serviciul de mesajeSMS\u0219iFax, accesinternet.""], ""answer_start"": [32]}"
FY18V4861,"Telefoanele mobile prin satelit oferă funcționalități similare cu telefoanele mobile terestre: voce, serviciul de mesajeSMSșiFax, accesinternet. Aceste telefoane dispun de o antenă externă pentru conectarea la satelit, sunt mai grele decât telefoanele mobile convenționale și costul este mai mare. Anumite modele se pot conecta și la rețelele de telefonie tradiționale.",Cum se face conectarea telefonului la satelit?,"{""text"": [""o anten\u0103 extern\u0103 pentru conectarea la satelit""], ""answer_start"": [172]}"
AZ96E5824,"Telefonul mobil prin satelit funcționează prin intermediul unei rețele de sateliți artificiali, care înlocuiește antenele terestre utilizate de către un telefon mobil convențional. Semnalul transmis și primit de către telefon este preluat de satelit care-l retransmite la o stație la sol.Rețelele de telefonie mobilă prin satelit folosesc sateliți aflați în orbita joasă a Pământului, sau în orbita geostaționară.
",Care este principiul de functionare al telefonaelor mobile prin satelit?,"{""text"": [""func\u021bioneaz\u0103 prin intermediul unei re\u021bele de sateli\u021bi artificiali, care \u00eenlocuie\u0219te antenele terestre utilizate de c\u0103tre un telefon mobil conven\u021bional.""], ""answer_start"": [29]}"
FU24J8670,"Telefonul mobil prin satelit funcționează prin intermediul unei rețele de sateliți artificiali, care înlocuiește antenele terestre utilizate de către un telefon mobil convențional. Semnalul transmis și primit de către telefon este preluat de satelit care-l retransmite la o stație la sol.Rețelele de telefonie mobilă prin satelit folosesc sateliți aflați în orbita joasă a Pământului, sau în orbita geostaționară.
",Care este traiectoria unui semnal primit de telefonul mobil prin satelit?,"{""text"": [""Semnalul transmis \u0219i primit de c\u0103tre telefon este preluat de satelit care-l retransmite la o sta\u021bie la sol.""], ""answer_start"": [181]}"
GK48A2030,"Bateria externă este un dispozitiv ce se încarcă de la priză,laptop/PCsau chiar solar, iar mai apoi este folosit ca un acumulator extern de sine stătător, fără a fi nevoie să fie conectat la o sursă de alimentare. Capacitatea unei baterii externe se măsoară în miliamperi ora (abreviat mAh). Cu cât capacitatea unei baterii externe este mai mare, cu atât poate încarcă mai multe dispozitive dintr-un singur ciclu de reîncărcare.",Cum se incarca o baterie externa?,"{""text"": [""se \u00eencarc\u0103 de la priz\u0103,laptop/PCsau chiar solar,""], ""answer_start"": [38]}"
JW10W8953,"Bateria externă este un dispozitiv ce se încarcă de la priză,laptop/PCsau chiar solar, iar mai apoi este folosit ca un acumulator extern de sine stătător, fără a fi nevoie să fie conectat la o sursă de alimentare. Capacitatea unei baterii externe se măsoară în miliamperi ora (abreviat mAh). Cu cât capacitatea unei baterii externe este mai mare, cu atât poate încarcă mai multe dispozitive dintr-un singur ciclu de reîncărcare.",Ce capacitate trebuie sa aiba o baterie externa pentru a incarca de mai mult ori un dispozitiv?,"{""text"": [""Cu c\u00e2t capacitatea unei baterii externe este mai mare, cu at\u00e2t poate \u00eencarc\u0103 mai multe dispozitive dintr-un singur ciclu de re\u00eenc\u0103rcare.""], ""answer_start"": [292]}"
XH35W2064,"Acumulatorii de telefoane mobile au de obicei 2 slot-uri USB care permit încărcarea telefonului la curenți de încărcare diferiți: 1A, respectiv 2.1A. Încărcarea telefonului folosind slot-ul de curent redus va fi mai lentă, în timp ce slot-ul de curent crescut (2,1A) va încărca telefonul mai repede",Din ce motiv acumulatorii telefoanelor mobile au doua slot-uri USB?,"{""text"": [""permit \u00eenc\u0103rcarea telefonului la curen\u021bi de \u00eenc\u0103rcare diferi\u021bi: 1A, respectiv 2.1A.""], ""answer_start"": [66]}"
DG19A4268,"Acumulatorii de telefoane mobile au de obicei 2 slot-uri USB care permit încărcarea telefonului la curenți de încărcare diferiți: 1A, respectiv 2.1A. Încărcarea telefonului folosind slot-ul de curent redus va fi mai lentă, în timp ce slot-ul de curent crescut (2,1A) va încărca telefonul mai repede",Care e diferenta intre cele doua tipuri de curenti diferiti?,"{""text"": [""\u00cenc\u0103rcarea telefonului folosind slot-ul de curent redus va fi mai lent\u0103, \u00een timp ce slot-ul de curent crescut (2,1A) va \u00eenc\u0103rca telefonul mai repede""], ""answer_start"": [150]}"
YA55P6148,"Azi pe glob există un singur Internet, care însă este uriaș; el oferă utilizatorilor săi o multitudine de informații și servicii precume-mail,www,FTP,Găzduire web(web hosting) și multe altele, unele dintre ele fiind numai contra cost.Termenul „Internet” nu trebuie confundat cu serviciul interneticWorld Wide Web(www).",Cate retele internet exista in acest moment?,"{""text"": [""Azi pe glob exist\u0103 un singur Internet, care \u00eens\u0103 este uria\u0219""], ""answer_start"": [0]}"
NB46P9053,"Azi pe glob există un singur Internet, care însă este uriaș; el oferă utilizatorilor săi o multitudine de informații și servicii precume-mail,www,FTP,Găzduire web(web hosting) și multe altele, unele dintre ele fiind numai contra cost.Termenul „Internet” nu trebuie confundat cu serviciul interneticWorld Wide Web(www).",Ce servicii ofera reteaua de internet utilizatorilor sai?,"{""text"": [""o multitudine de informa\u021bii \u0219i servicii precume-mail,www,FTP,G\u0103zduire web(web hosting) \u0219i multe altele""], ""answer_start"": [89]}"
